acc_x,acc_y,acc_z,acc_g,gyro_pitch,gyro_yaw,gyro_roll,light,temp,time
0.441295177,0.129693598,0.014309048999999963,0.08450675000000007,0.039817810055555555,0.05516560872222222,0.026703728569444442,0.84799242,29.97255447,1667464774758
0.479136974,0.295892328,0.039638638000000004,0.11852514699999994,0.03267584905555555,0.12412516274999999,0.24765947130555557,0.846515119,29.77436757,1667464775982
0.413035899,0.148431391,0.02022945899999995,0.0750303269999999,0.06470489502777778,0.048742506250000005,0.184715271,0.85435605,29.17949548,1667464777213
0.363597423,0.101495363,0.10543453700000005,0.029045938999999965,0.03769853380555555,0.027021620008333334,0.26164499919444445,0.868522763,29.07920054,1667464778445
0.366710216,0.13848266,0.014377475000000084,0.08926916100000004,0.018928527833333333,0.07103729247222222,0.2585296630833333,0.86011368,29.00867282,1667464779676
0.393809825,0.066949464,0.09914791599999995,0.014554500999999997,0.004002041286111111,0.18264007569444446,0.16369205050000002,0.865681827,30.03965712,1667464780904
0.244517833,0.059930421,0.273952603,0.231543422,0.0030551486555555557,0.06436326769444443,0.022272745769444446,0.866704583,30.18029567,1667464782134
0.396617442,0.097650148,0.04653561100000003,0.03832113700000006,0.07781643338888888,0.17310163711111112,0.07521396213888888,0.857045412,29.87186158,1667464783367
0.354503185,0.119866945,0.08541500599999996,0.011816680000000024,0.10314178466666667,0.0008892481527777778,0.04149627686111111,0.861893952,29.91785659,1667464784597
0.484752208,0.117730714,0.023898959000000053,0.13895309,0.12811364066666667,0.05561065675,0.09911939833333333,0.857310593,29.02189664,1667464785826
0.359141856,0.103387453,0.10549557200000004,0.030561983999999986,0.14857906766666668,0.07275560166666667,0.0054473883583333335,0.875189364,29.64718739,1667464787052
0.393321544,0.121759035,0.113857388,0.02287364000000003,0.0111295912,0.18747202555555556,0.07572258844444445,0.888939381,29.5930963,1667464788278
0.390269786,0.129632562,0.02730953700000005,0.06064844100000011,0.043512129777777776,0.05783589680555555,0.048786587194444446,0.890075743,29.47464585,1667464789504
0.406322032,0.096307375,0.056972622999999945,0.02711057699999997,0.12755584716666665,0.12268405491666667,0.07680172391666666,0.894166708,29.62881631,1667464790735
0.416575938,0.103814699,0.006740689000000022,0.08838343599999998,0.17164357502777777,0.008477952744444444,0.04891204833333333,0.894280255,29.52190475,1667464791967
0.443126231,0.131158441,0.023830533000000043,0.07853376900000009,0.0032670762805555556,0.05416954888888889,0.10543314616666666,0.884924233,29.54131909,1667464793198
0.432445079,0.176629633,0.09383785700000002,0.01947867900000011,0.12078094483333333,0.032233344194444444,0.07953728569444445,0.897348523,29.27210021,1667464794610
0.34699586,0.156060785,0.05691158799999996,0.01694488500000002,0.21694691975000002,0.052092658138888887,0.006187438302777778,0.88287878,29.48138983,1667464795843
0.413219005,0.05730591,0.06069576700000001,0.021528720999999917,0.16171858044444445,0.14330461288888888,0.022124395105555555,0.891704559,30.01718742,1667464797071
0.354381114,0.077752687,0.123623013,0.05242413300000004,0.07318200005555556,0.15360599094444446,0.03299797905555556,0.886098444,30.11532406,1667464798301
0.333568126,0.092950441,0.05276119700000004,0.013667107000000067,0.024135165744444444,0.12384965683333334,0.0016733797055555554,0.894204557,29.85599405,1667464799531
0.421824962,0.050225832,0.05459225199999995,0.03745150600000002,0.017904493544444445,0.08133697511111111,0.004725137683333333,0.892727315,29.53053935,1667464800764
0.404368907,0.079644777,0.013027310000000014,0.06956660700000006,0.046154446083333335,0.032976786305555554,0.050014072,0.884015143,29.90129206,1667464801996
0.358043224,0.045159914,0.08779537699999995,0.018747984999999967,0.017996046277777778,0.05584208169444445,0.0403289795,0.877803028,29.07933713,1667464803225
0.329844981,0.077569582,0.12447750599999996,0.063126028,0.08396911622222222,0.003540039394444444,0.07258436413888888,0.890643954,30.05249501,1667464804457
0.357371837,0.078607179,0.03921139200000001,0.02810919299999992,0.03441365561111111,0.09587690566666666,0.03757392036111111,0.891590893,29.00259831,1667464811929
0.45246461,0.080072023,0.019687532999999924,0.11843562099999994,0.08322058783333333,0.055121527777777776,0.07330491808333334,0.89837116,30.10426631,1667464813159
0.431285411,0.071588136,0.001247525000000027,0.09271097199999989,0.02024247911111111,0.014009265105555556,0.05164591472222222,0.897727311,30.1283749,1667464814382
0.334666759,0.102227785,0.09103024000000004,0.02599877100000003,0.038736979166666664,0.059720357249999995,0.10320790608333333,0.893712103,29.80428945,1667464815610
0.372386485,0.057916261,0.08004391200000005,0.0038036700000000367,0.05018785263888889,0.013352289463888889,0.11929321288888889,0.90534085,29.11543125,1667464816838
0.404185802,0.041436769,0.05520260300000002,0.02845776100000008,0.024876912436111114,0.14440663655555555,0.12448543972222223,0.900000036,29.51229844,1667464818067
0.368052989,0.074212648,0.09383785700000002,0.019132853000000005,0.04878913030555555,0.17465040419444444,0.054782443583333326,0.886174262,29.69447069,1667464819471
0.373546153,0.051141359,0.05312740800000004,0.01917612600000007,0.07353549533333334,0.156952752,0.02547454833888889,0.88287878,29.21720074,1667464820703
0.412120372,0.06524048,0.029873013000000004,0.04915881199999994,0.009709676105555556,0.10291290283333333,0.006401062674999999,0.90231055,29.85789475,1667464821932
0.346080333,0.046807863,0.11782467399999996,0.05121350300000005,0.00803544786111111,0.09204101563888888,0.017590841983333334,0.911628783,29.4460711,1667464823158
0.358653575,0.085504152,0.07369625599999996,0.009611904999999976,0.08781941202777778,0.05647956,0.05187903511111111,0.902500033,30.14504132,1667464824386
0.388865978,0.064691164,0.029689908000000043,0.047331572000000044,0.03759935166666667,0.08661397297222223,0.010892231597222222,0.899962127,29.84464383,1667464825614
0.367076427,0.054559328,0.08089840400000003,0.008803964000000053,0.022778828938888888,0.004809909066666666,0.06118265788888889,0.89928025,29.99530479,1667464826847
0.353099376,0.058526613,0.03310787699999995,0.03101158100000001,0.017247517902777777,0.04986572266666667,0.08343505858333333,0.905492425,29.95536,1667464828077
0.33918336,0.085260011,0.08901608000000005,0.018438398999999994,0.06707848441666667,0.12755839030555555,0.019687227408333334,0.894697011,29.74249349,1667464829310
0.421947032,0.0458313,0.07064449799999994,0.02173602599999991,0.05400254991666667,0.021636961566666668,0.0011452577166666668,0.887386382,29.48030222,1667464830540
0.384715587,0.053826906,0.01363766200000005,0.06010103199999994,0.014174567327777778,0.004407246577777778,0.0005713560527777778,0.900643945,29.22649986,1667464831768
0.395823985,0.078057863,0.025974154000000027,0.10244846299999999,0.10446251763888888,0.019434612327777778,0.037829928916666665,0.893522739,29.28077921,1667464833001
0.323070079,0.118463136,0.08303463499999997,0.020595431000000053,0.17068311902777777,0.05745273166666667,0.023417154947222223,0.885151505,29.93087173,1667464834231
0.38392213,0.049066164,0.07961666599999995,0.0015466210000000258,0.03077528211111111,0.06929948594444445,0.021594576041666667,0.894053042,29.58881117,1667464835462
0.36426881,0.091302492,0.0035668610000000323,0.06485056900000008,0.027886284722222224,0.16341654458333332,0.07796732583333334,0.885037899,29.96360432,1667464836694
0.329783946,0.05553589,0.177517056,0.10390019399999995,0.1901448567777778,0.02490234375,0.04520331488888889,0.898522735,29.22304466,1667464837920
0.37208131,0.076470949,0.051357388000000004,0.021868467000000003,0.01002078586111111,0.15476989747222222,0.11533016627777777,0.894507587,29.08662122,1667464839149
