_id,acc,gyro,light,temp,time
6364b55a3e44d1acc3f91f8f,"[-0.000109863,0.041315917,1.00023067,1.001083612]","[0.644226074,0.513763428,-0.084228523]",0.849242449,38.54128265,1667544402988
6364b55a3e44d1acc3f91f90,"[-0.001940917,0.041682128,0.99846065,0.998538435]","[0.110168472,0.490875214,0.030212395]",0.814545453,38.54534149,1667544404233
6364b55a3e44d1acc3f91f91,"[-0.007250976,0.041621093,0.992723346,0.987090468]","[0.583190918,1.536102295,-0.595397949]",0.856401503,38.55342865,1667544405476
6364b55a3e44d1acc3f91f92,"[-0.12279053,0.076411128,1.161912799,1.170879006]","[-11.07452393,-36.44302368,-85.19775391]",0.927992463,38.58986664,1667544406723
6364b55a3e44d1acc3f91f93,"[-0.22813721,-0.056889649,0.924974322,0.954390109]","[-18.81835938,36.23458862,24.24591064]",0.922424197,38.5089035,1667544407973
6364b55a3e44d1acc3f91f94,"[-0.359667957,0.008173827,0.960008502,1.021866798]","[2.620239258,19.14474487,9.376220703]",0.913939416,38.48055267,1667544409218
6364b5673e44d1acc3f91f95,"[-0.225695804,-0.087651372,0.994066119,1.02312696]","[-5.665283203,-9.984283447,-33.85192871]",0.911363602,38.43608856,1667544410463
6364b5673e44d1acc3f91f96,"[-0.150622562,-0.099248052,0.993455768,1.009698749]","[10.58532715,-12.48672485,7.560424805]",0.903295457,38.29885101,1667544411714
6364b5673e44d1acc3f91f97,"[-0.100573733,-0.036564942,0.976060748,0.981909692]","[-1.049499512,-10.35049438,-4.65423584]",0.899015129,38.12575531,1667544412963
6364b5673e44d1acc3f91f98,"[-0.102648929,-0.078435063,1.006090045,1.012171388]","[4.649658203,-10.76248169,4.104309082]",0.901249945,38.18608856,1667544414214
6364b5673e44d1acc3f91f99,"[0.001110841,-0.158085942,1.016282916,1.028505325]","[-28.56109619,15.80307102,-19.04327393]",0.896325767,37.84499359,1667544415465
6364b5673e44d1acc3f91f9a,"[-0.194384769,0.052485351,1.047349811,1.066527843]","[14.33135986,-19.54391479,-48.69110107]",0.914242387,38.09358978,1667544416714
6364b5673e44d1acc3f91f9b,"[-0.384020984,0.28631103,0.690111041,0.840059102]","[38.39447021,61.81594849,-153.3816528]",0.906590939,38.0694809,1667544417964
6364b5673e44d1acc3f91f9c,"[0.202404782,-0.075505376,0.978380084,1.00194633]","[-14.90447998,98.56674194,46.04309082]",0.940492451,38.08556366,1667544419207
6364b5673e44d1acc3f91f9d,"[0.070385739,0.151301265,0.941392779,0.956068277]","[24.99725342,21.50222778,-62.02728271]",0.918143928,38.09358978,1667544420452
6364b5673e44d1acc3f91f9e,"[0.480542004,-0.251225591,1.149888873,1.294663668]","[1.056213379,-26.5171814,106.4907837]",0.923181832,37.94512177,1667544421697
6364b5673e44d1acc3f91f9f,"[-0.026171874,0.21966064,1.009141803,1.033103585]","[-44.23187256,53.93478394,-4.364318848]",0.916931868,37.79698944,1667544422942
6364b5753e44d1acc3f91fa0,"[-0.121569827,0.055292968,0.971177936,0.966922104]","[11.64581299,-14.31777954,2.067260742]",0.898333311,37.64522552,1667544424189
6364b5753e44d1acc3f91fa1,"[0.223034665,0.337214351,0.88316524,0.971307814]","[-33.08532715,51.49337769,-13.51196289]",0.905000031,37.36669159,1667544425436
6364b5753e44d1acc3f91fa2,"[-0.060351562,0.11242187,0.980638385,0.989067733]","[2.528686523,-2.423553467,0.594787598]",0.902197003,37.47396088,1667544426681
6364b5753e44d1acc3f91fa3,"[-0.204211429,0.002009276,1.001817584,1.022421122]","[-4.307250977,10.61508179,-5.997009277]",0.885227323,37.4302597,1667544427926
6364b5753e44d1acc3f91fa4,"[-0.252307117,0.004694823,0.97276485,1.000279784]","[14.64416504,-13.44039917,28.36578369]",0.878295481,37.34288788,1667544429173
6364b5753e44d1acc3f91fa5,"[-0.227160648,0.041071776,0.988023639,1.014632702]","[6.587524414,-14.57717896,1.144103885]",0.877575755,37.30718231,1667544430418
6364b5753e44d1acc3f91fa6,"[-0.042407226,0.103388667,0.967821002,0.979562342]","[-26.34094238,38.20297241,-6.805725098]",0.888977289,37.60540009,1667544431665
6364b5753e44d1acc3f91fa7,"[-0.273425281,-0.059819337,0.983262897,1.021615148]","[-8.549194336,9.531707764,-3.792114258]",0.874204576,37.55358124,1667544432915
6364b5753e44d1acc3f91fa8,"[-0.385729969,0.08507812,0.901475787,0.984217703]","[9.059448242,-10.25131226,19.01977539]",0.851477265,37.92107391,1667544434166
6364b5753e44d1acc3f91fa9,"[-0.395068347,0.10650146,0.899827838,0.988489628]","[-3.338317871,4.664153576,0.732116699]",0.835454524,38.00127411,1667544435411
6364b5753e44d1acc3f91faa,"[-0.406970203,0.128107905,0.911363482,1.005303025]","[0.476379424,7.982940197,-3.50982666]",0.887045443,38.02132416,1667544436656
6364b5833e44d1acc3f91fab,"[-0.382373035,0.157465816,0.879320025,0.971703827]","[-0.385742158,1.5284729,1.121215701]",0.870833337,38.00527191,1667544437901
6364b5833e44d1acc3f91fac,"[-0.342272937,0.156000972,0.910692096,0.98531574]","[-1.530151367,-0.57723999,3.104858398]",0.84829545,38.04134369,1667544439144
6364b5833e44d1acc3f91fad,"[-0.421069324,0.139216304,0.897996783,1.001538277]","[-1.987915039,-1.172332764,1.571349978]",0.82128787,38.05342865,1667544440387
6364b5833e44d1acc3f91fae,"[-0.354907215,0.153010249,0.903062701,0.989634633]","[-2.514343262,-2.461700439,-0.595397949]",0.803825796,38.05742645,1667544441634
6364b5833e44d1acc3f91faf,"[-0.421130359,0.164851069,0.895311236,1.003049731]","[-0.156860337,-1.218109131,-0.511474609]",0.814242423,38.05742645,1667544442885
6364b5833e44d1acc3f91fb0,"[-0.404284656,0.199274898,0.907640338,1.031268239]","[-1.347045898,-2.049713135,5.248718262]",0.845530331,37.99324799,1667544444138
6364b5833e44d1acc3f91fb1,"[-0.333361804,0.382380366,0.825487018,0.966852307]","[1.002807617,-1.759796143,-4.600830078]",0.853863657,38.04540253,1667544445387
6364b5833e44d1acc3f91fb2,"[-0.335375965,0.446284175,0.882432818,1.064548969]","[10.54718018,-8.374481201,-21.82037354]",0.85708338,38.06545258,1667544446636
6364b5833e44d1acc3f91fb3,"[-0.072375491,0.110957026,0.872667193,0.882665157]","[8.372802734,21.02920532,-15.07598877]",0.872954547,38.09758759,1667544447883
6364b5833e44d1acc3f91fb4,"[-0.14812012,0.141108394,0.936876178,0.958951592]","[-0.729064941,-6.078033924,-0.587768555]",0.854545414,38.0694809,1667544449131
6364b5833e44d1acc3f91fb5,"[-0.197802737,0.144587398,0.960496783,0.991838217]","[-0.99609375,-2.278594971,2.456359863]",0.846439421,38.06145477,1667544450378
6364b5903e44d1acc3f91fb6,"[-0.14396973,0.135920405,0.989000201,1.008624315]","[1.010437012,2.947540283,-0.557250977]",0.839356065,38.06545258,1667544451625
6364b5903e44d1acc3f91fb7,"[-0.21239014,0.13561523,0.954088092,0.988514423]","[-0.500183105,-14.74502563,24.08569336]",0.848749995,38.0694809,1667544452870
6364b5903e44d1acc3f91fb8,"[-0.204455569,0.148615718,0.960313678,0.992556512]","[-1.369934082,8.425445557,-0.534362793]",0.845984817,38.0734787,1667544454113
6364b5903e44d1acc3f91fb9,"[-0.196093753,0.163142085,0.944383502,0.978227079]","[2.650756836,-7.153778553,0.671081543]",0.852310598,38.07753754,1667544455360
6364b5903e44d1acc3f91fba,"[-0.207263187,0.136042476,0.984422565,1.015161753]","[4.214782715,40.07217407,-4.684753418]",0.855492413,38.08556366,1667544456607
6364b5903e44d1acc3f91fbb,"[-0.21818848,0.203791499,0.945360065,1.000645041]","[-5.360107422,-4.903107166,-7.965393543]",0.863295496,38.09358978,1667544457854
6364b5903e44d1acc3f91fbc,"[-0.152392581,0.152644038,0.954088092,0.972973108]","[-0.622253418,-6.375580311,1.746826053]",0.850946963,38.08556366,1667544459103
6364b5903e44d1acc3f91fbd,"[-0.141955569,0.153071284,0.956590533,0.975554466]","[1.552124023,-3.67477417,-0.480957031]",0.856818199,38.10164642,1667544460353
6364b5903e44d1acc3f91fbe,"[-0.25139159,0.156245112,0.937913775,0.983510315]","[-1.514892578,19.51858521,-3.013916016]",0.84496212,38.08956146,1667544461600
6364b5903e44d1acc3f91fbf,"[-0.158740237,0.151850581,0.969896197,0.999733329]","[1.567382813,-8.908538818,4.401855469]",0.846060634,38.11367035,1667544462845
6364b5903e44d1acc3f91fc0,"[-0.197375491,0.17669189,0.957506061,0.993476212]","[1.300354004,7.326812267,1.037292361]",0.85253787,38.11367035,1667544464092
6364b59e3e44d1acc3f91fc1,"[-0.074328616,0.201838374,1.021959186,1.044348598]","[-3.483276367,-7.764130116,-7.049865723]",0.871628761,38.12175751,1667544465333
6364b59e3e44d1acc3f91fc2,"[-0.07176514,0.366267085,0.847947955,0.926454246]","[36.47949219,9.112091064,-35.76690674]",0.890984833,38.08556366,1667544466584
6364b59e3e44d1acc3f91fc3,"[0.067456052,0.154780269,0.980028033,0.984536231]","[7.663269043,-3.346710205,24.12384033]",0.88560605,37.89702606,1667544467829
6364b59e3e44d1acc3f91fc4,"[-0.008410644,0.193842769,0.990953326,0.997640014]","[35.2130127,-10.15975952,30.13580322]",0.877613664,37.72905731,1667544469072
6364b59e3e44d1acc3f91fc5,"[0.011059571,-0.033085939,0.989732623,0.990347266]","[5.877990723,-1.622467041,-5.905456543]",0.875833333,37.80898285,1667544470317
6364b59e3e44d1acc3f91fc6,"[-0.0225708,0.08318603,1.055345416,1.058859468]","[-28.51531982,2.360076904,-19.60021973]",0.878257632,37.88899994,1667544471566
6364b59e3e44d1acc3f91fc7,"[0.075146481,0.36809814,0.872728229,0.950156748]","[-15.74371338,-8.023529053,15.26611328]",0.889583349,37.87300873,1667544472810
6364b59e3e44d1acc3f91fc8,"[0.17231445,0.334711909,0.907152057,0.977295876]","[-16.39984131,-3.812103271,-0.099487312]",0.890530288,37.93309784,1667544474055
6364b59e3e44d1acc3f91fc9,"[0.213085935,0.320673823,0.908433795,0.986655593]","[6.16027832,-3.896026611,-0.526733398]",0.899962127,37.97316742,1667544475302
6364b59e3e44d1acc3f91fca,"[0.150219724,0.398188472,0.913987994,1.006840944]","[4.764099121,-2.850799561,2.937011719]",0.902386367,37.89302826,1667544476547
6364b59e3e44d1acc3f91fcb,"[-0.02659912,-0.046086427,1.035875201,1.032390714]","[31.52038574,11.1567688,29.81536865]",0.902272701,37.89702606,1667544477792
6364b5ac3e44d1acc3f91fcc,"[-0.106555179,-0.000676271,1.014024615,1.009418845]","[8.464355469,8.7840271,15.94512939]",0.85041666,37.81697845,1667544479035
6364b5ac3e44d1acc3f91fcd,"[0.031323243,-0.109990239,0.823716998,0.83161813]","[63.28155899,-33.63540649,-17.97515869]",0.878257632,37.82900238,1667544480276
6364b5ac3e44d1acc3f91fce,"[0.93208009,0.534785151,0.133714557,1.082888722]","[90.73974609,37.27981567,-25.42144775]",0.927234828,37.72505951,1667544481523
6364b5ac3e44d1acc3f91fcf,"[0.884533703,0.494929194,0.083848834,1.017047405]","[66.1730957,2.726287842,36.300354]",0.920871258,37.74501801,1667544482766
6364b5ac3e44d1acc3f91fd0,"[0.902294934,0.551752925,0.505845904,1.172368407]","[-26.96655273,99.57382202,-10.81115723]",0.936553061,37.70107269,1667544484003
6364b5ac3e44d1acc3f91fd1,"[0.358593762,0.541254878,0.895494342,1.097541094]","[-7.191162109,-6.085663319,-26.28356934]",0.956439376,37.69710541,1667544485250
6364b5ac3e44d1acc3f91fd2,"[0.466320813,0.051447753,1.302293658,1.355536699]","[57.87994385,-83.55453491,-95.09307861]",0.953257561,37.75701141,1667544486499
6364b5ac3e44d1acc3f91fd3,"[0.345837414,-0.479069829,0.778123736,0.977030218]","[-11.63146973,-2.690582275,-25.51300049]",0.937272727,37.80101776,1667544487746
6364b5ac3e44d1acc3f91fd4,"[0.090466306,-0.181645513,1.048692584,1.07346189]","[5.260009766,-0.058441192,32.63824463]",0.953257561,37.72905731,1667544488997
6364b5ac3e44d1acc3f91fd5,"[-0.142565921,0.028864745,1.099168658,1.108751535]","[19.09973145,-3.995208979,35.78155518]",0.959469676,37.73705292,1667544490242
6364b5ac3e44d1acc3f91fd6,"[0.543164074,0.441523433,0.625169635,0.943038881]","[-6.168823242,-13.42514038,22.50640869]",0.941780329,37.77700043,1667544491489
6364b5d93e44d1acc3f91fd7,"[0.555859387,0.047053222,0.907579303,1.065313935]","[-23.54858398,-2.469329834,14.49554443]",0.948030293,37.74501801,1667544492737
6364b5d93e44d1acc3f91fd8,"[0.54713136,0.090693355,0.776292682,0.954048395]","[2.040405273,-8.458404541,-27.85522461]",0.944318175,37.73705292,1667544493984
6364b5d93e44d1acc3f91fd9,"[0.576794446,0.25103271,0.710252643,0.948771894]","[-3.330688477,-5.421905994,-0.671691895]",0.944583356,37.72505951,1667544495229
6364b5d93e44d1acc3f91fda,"[0.60963136,0.290034175,0.704881549,0.976026773]","[6.488342285,-13.80661011,-26.40563965]",0.937045515,37.68914032,1667544496476
6364b5d93e44d1acc3f91fdb,"[0.332592785,0.134516597,0.968309283,1.032635212]","[-16.12518311,8.013458252,3.616027832]",0.940075815,37.7170639,1667544497721
6364b5d93e44d1acc3f91fdc,"[0.312451184,0.099787593,1.007066607,1.059134722]","[6.999511719,-0.310211211,6.194763184]",0.951515198,37.73705292,1667544498964
6364b5d93e44d1acc3f91fdd,"[0.101147458,-0.169560552,0.97856319,1.003823876]","[14.32373047,4.809112072,0.938110352]",0.964015186,37.7689743,1667544500209
6364b5d93e44d1acc3f91fde,"[-0.000574954,0.000461429,1.000269771,1.000270128]","[0.001068227,0.029449467,0.016174309]",0.901212096,38.54936981,1667544532853
6364b5d93e44d1acc3f91fdf,"[-0.000635989,0.000644535,1.0001477,1.000148058]","[0.046844594,0.014190678,0.023803703]",0.901136398,38.58986664,1667544534107
6364b5d93e44d1acc3f91fe0,"[-0.000697024,-0.000087887,1.000208735,1.000208974]","[0.054473989,0.029449467,0.023803703]",0.901287913,38.63039398,1667544535343
6364b5d93e44d1acc3f91fe1,"[-0.000635989,0.001743168,0.99990356,0.99990505]","[-0.029449351,-0.016326901,0.008544913]",0.901174247,38.66286469,1667544536585
6364b5e73e44d1acc3f91fe2,"[-0.000269778,0.000949711,1.000269771,1.000270247]","[0.0392152,0.014190678,-0.006713876]",0.901212096,38.71154022,1667544537826
6364b5e73e44d1acc3f91fe3,"[-0.000819094,-0.000148922,1.000086665,0.999720752]","[0.054473989,-0.001068111,-0.006713876]",0.901742399,38.74810028,1667544539064
6364b5e73e44d1acc3f91fe4,"[-0.00112427,0.000766605,1.000758052,1.000759006]","[0.023956411,0.006561284,0.023803703]",0.904621184,38.78871918,1667544540310
6364b5e73e44d1acc3f91fe5,"[-0.050623782,0.213596195,1.06075561,1.083230615]","[36.22543335,17.33291626,17.85369873]",0.89776516,38.82128143,1667544541549
6364b5e73e44d1acc3f91fe6,"[0.003392331,-0.121242672,1.003382564,1.010686755]","[17.57919502,-48.80630493,-19.80499268]",0.939204574,38.81719208,1667544542785
6364b5e73e44d1acc3f91fe7,"[0.373021245,0.604953647,0.629725337,0.949561894]","[56.71798706,-122.986908,-49.04083252]",0.905757606,38.86605072,1667544544030
6364b5e73e44d1acc3f91fe8,"[0.772557378,0.405795902,0.100916743,0.878464222]","[-0.403289676,-1.755828857,6.981811523]",0.91901511,38.76436615,1667544545273
6364b5e73e44d1acc3f91fe9,"[0.848118901,0.398044437,0.108240962,0.943112493]","[-8.307342529,19.11056519,5.043945313]",0.933181822,38.76027679,1667544546516
6364b5e73e44d1acc3f91fea,"[0.702733159,0.324008793,0.08394897,0.778372049]","[11.75033569,-5.349273682,15.02319336]",0.932196975,38.78871918,1667544547759
6364b5e73e44d1acc3f91feb,"[0.765355229,0.408420414,0.076868892,0.870910287]","[8.965606689,15.74600315,18.69293213]",0.927878797,38.72371674,1667544548999
6364b5e73e44d1acc3f91fec,"[0.758031011,0.429233402,0.076868892,0.87234205]","[7.538909912,0.365142822,1.534423828]",0.921590924,38.84160614,1667544550241
6364b5f43e44d1acc3f91fed,"[0.773045659,0.409335941,0.081385493,0.878509581]","[-17.07351494,-22.14157104,-7.758178711]",0.924962163,38.86199188,1667544551480
6364b5f43e44d1acc3f91fee,"[0.701634526,0.367038578,0.076624751,0.787576973]","[-32.73666382,-17.49526978,4.67010498]",0.930000007,38.84975433,1667544552727
6364b5f43e44d1acc3f91fef,"[0.796300054,0.451206058,0.085047603,0.923999071]","[-10.68008423,-3.190155029,-12.91564941]",0.925946951,38.81719208,1667544553970
6364b5f43e44d1acc3f91ff0,"[0.791661382,0.409763187,0.086268306,0.895586908]","[-7.185821533,-13.15414429,-5.507507324]",0.922348499,38.83345795,1667544555217
6364b5f43e44d1acc3f91ff1,"[0.778843999,0.419223636,0.078638911,0.887992442]","[-2.783660889,-1.839752197,4.921875]",0.921060622,38.82537079,1667544556464
6364b5f43e44d1acc3f91ff2,"[0.733372808,0.395908207,0.064967036,0.835942388]","[-15.41030884,-16.49581909,-4.088439941]",0.91655302,38.74810028,1667544557703
6364b5f43e44d1acc3f91ff3,"[0.717015386,0.369602054,0.063990474,0.791356027]","[-36.35299683,-23.56063843,-5.90423584]",0.911325753,38.74810028,1667544558948
6364b5f43e44d1acc3f91ff4,"[0.764683843,0.407626957,0.071680903,0.869505167]","[-21.19338799,-29.37423706,-1.9140625]",0.92750001,38.79686737,1667544560193
6364b5f43e44d1acc3f91ff5,"[0.889622808,0.514072299,0.085047603,1.041114926]","[-0.250701785,-2.778167725,17.21282959]",0.930378795,38.82128143,1667544561434
6364b5f43e44d1acc3f91ff6,"[0.9317981,0.509250522,0.08785522,1.065505624]","[23.28598213,2.7684021,-14.51019287]",0.9284091,38.82128143,1667544562679
6364b5f43e44d1acc3f91ff7,"[0.921483159,0.511142612,0.08407104,1.05221045]","[26.04782295,18.58413696,14.42047119]",0.919810653,38.85381317,1667544563907
6364b6023e44d1acc3f91ff8,"[0.703648686,0.366855472,0.061976314,0.790929258]","[21.12686348,24.3977356,-11.58050537]",0.912234843,38.86605072,1667544565144
6364b6023e44d1acc3f91ff9,"[0.757542729,0.410190433,0.070521235,0.864349723]","[21.73721504,17.81356812,-2.760925293]",0.933143973,38.89864349,1667544566384
6364b6023e44d1acc3f91ffa,"[0.770054936,0.40707764,0.077418208,0.874465764]","[33.98239136,26.36611938,6.70715332]",0.935113668,38.91490936,1667544567627
6364b6023e44d1acc3f91ffb,"[0.947972417,0.226718754,0.158900142,0.987573981]","[-15.3263855,7.193450928,29.80895996]",0.936136365,38.82128143,1667544568864
6364b6023e44d1acc3f91ffc,"[1.055699468,0.39737305,0.238917232,1.0901438]","[105.2333069,197.2264099,-222.9605103]",0.921590924,38.89455414,1667544570105
6364b6023e44d1acc3f91ffd,"[0.683812261,0.384006351,0.025416255,0.796968222]","[50.1109314,-21.75247192,110.4745483]",0.930303037,38.93123627,1667544571342
6364b6023e44d1acc3f91ffe,"[1.014927983,0.345981449,0.092982173,1.076302767]","[69.87106323,18.75198364,34.24163818]",0.92204541,38.95162201,1667544572582
6364b6023e44d1acc3f91fff,"[1.248326421,0.0809668,-0.002354741,1.241341352]","[33.84506226,-92.69058228,54.66552734]",0.928295434,38.95568085,1667544573821
6364b6023e44d1acc3f92000,"[0.619969487,0.417941898,0.061732173,0.750232279]","[18.13614082,145.2015686,-7.849731445]",0.930378795,39.0331955,1667544575062
6364b6023e44d1acc3f92001,"[0.853978276,0.361789554,0.050501704,0.930755615]","[32.36495972,18.16452026,61.69219971]",0.926628768,39.01277924,1667544576303
6364b6023e44d1acc3f92002,"[1.086949468,0.079440922,-0.139317632,1.098717213]","[-3.500823975,-58.73214722,-63.87237549]",0.923977256,39.04949188,1667544577544
6364b6103e44d1acc3f92003,"[0.723729253,0.3912085,0.027674556,0.823161006]","[30.07614326,49.60525513,51.44592285]",0.93265152,39.06993866,1667544578793
6364b6103e44d1acc3f92004,"[0.920811772,0.456455082,0.043909907,1.028675675]","[80.57510376,39.08432007,-54.59503174]",0.914696991,39.1026535,1667544580028
6364b6103e44d1acc3f92005,"[0.904515386,0.469882816,0.070521235,1.015894651]","[77.54623413,52.91641235,60.21209717]",0.938257575,39.12715912,1667544581269
6364b6103e44d1acc3f92006,"[0.791844487,0.400058597,0.047633052,0.888444424]","[59.70870972,33.38516235,-38.94714355]",0.922765136,39.13124847,1667544582510
6364b6103e44d1acc3f92007,"[0.763951421,0.358493656,0.061488032,0.846120715]","[57.3588562,50.96328735,29.93865967]",0.918939412,39.15987396,1667544583753
6364b6103e44d1acc3f92008,"[0.776097417,0.449436039,0.04311645,0.906167269]","[57.98446655,30.44021606,-5.927124023]",0.924962163,39.1762619,1667544584992
6364b6103e44d1acc3f92009,"[0.912877202,0.081088871,0.309229732,0.96723479]","[172.9670715,111.6322327,46.75384521]",0.90109849,39.15987396,1667544586230
6364b6103e44d1acc3f9200a,"[-0.347376704,-0.166408688,1.005213618,1.076483488]","[-10.49697876,-19.70779419,2.922973633]",0.954583347,39.18035126,1667544587467
6364b6103e44d1acc3f9200b,"[-0.132166743,0.017062992,0.918848872,0.928462386]","[-2.188568115,-8.286590576,19.12780762]",0.890416682,39.21721649,1667544588716
6364b6103e44d1acc3f9200c,"[-0.030177005,-0.079006344,0.977747798,0.982948899]","[-10.29098511,-15.20645142,9.690246582]",0.888636351,39.13124847,1667544589963
6364b6103e44d1acc3f9200d,"[-0.018458255,0.02035889,1.002283931,1.004117131]","[8.774871826,-3.480072021,6.981811523]",0.86742425,39.2253952,1667544591213
6364b61d3e44d1acc3f9200e,"[-0.008448489,-0.052639157,1.008814692,1.010222435]","[-28.66256523,-3.533477783,-22.32269287]",0.87590909,39.25408173,1667544592451
6364b61d3e44d1acc3f9200f,"[-0.14065063,-0.022060543,0.922938228,0.93385452]","[9.583587646,-8.30947876,25.12451172]",0.890946984,39.27864838,1667544593701
6364b61d3e44d1acc3f92010,"[0.216160893,-0.284145504,1.004237056,1.082371473]","[-27.41897392,-30.73989868,59.29656982]",0.87227273,39.35659027,1667544594941
6364b61d3e44d1acc3f92011,"[0.016270749,-0.172573239,1.005457759,1.020289898]","[-0.952606082,5.568389893,1.137695313]",0.942575812,39.32375336,1667544596186
6364b61d3e44d1acc3f92012,"[-0.122279055,-0.063747555,0.94747436,0.957456827]","[4.761810303,1.738433838,-2.120056152]",0.931325734,39.38130951,1667544597431
6364b61d3e44d1acc3f92013,"[0.017369382,-0.027431637,1.0392102,1.035218835]","[10.01846313,-26.99386597,23.11798096]",0.928484797,39.37715912,1667544598676
6364b61d3e44d1acc3f92014,"[0.152989507,0.100803226,0.916163325,0.934303105]","[-3.134613037,-14.27566528,3.190002441]",0.945151508,39.43471527,1667544599917
6364b61d3e44d1acc3f92015,"[-0.246729732,0.172397465,0.822047114,0.875225842]","[-4.408721924,91.39907837,90.89752197]",0.952007532,39.45934296,1667544601162
6364b61d3e44d1acc3f92016,"[0.535740972,-0.065944821,0.922938228,1.076254487]","[-35.70449829,-8.195037842,-9.924926758]",0.95598489,39.44704437,1667544602408
6364b61d3e44d1acc3f92017,"[0.315220952,0.143955082,0.814967036,0.891276598]","[7.16506958,6.6746521,-18.49273682]",0.950454533,39.4552536,1667544603655
6364b61d3e44d1acc3f92018,"[0.4005481,0.242587894,0.796595454,0.924041152]","[-7.330780029,-6.600494385,-0.68573004]",0.956515193,39.4799118,1667544604889
6364b62b3e44d1acc3f92019,"[0.348851323,0.046665043,1.040186763,1.098118067]","[-25.26748466,-19.53994751,-2.799072266]",0.953977227,39.49227142,1667544606128
6364b62b3e44d1acc3f9201a,"[0.278599858,-0.014003903,1.050318599,1.08673048]","[6.318206787,-32.65487671,-14.76196289]",0.949507535,39.48403168,1667544607375
6364b62b3e44d1acc3f9201b,"[0.405980229,0.089938968,0.811060786,0.911443114]","[-19.44625664,36.5284729,-30.15808105]",0.955151498,39.49642181,1667544608620
6364b62b3e44d1acc3f9201c,"[-0.007227786,0.093540043,0.996485591,1.000892401]","[3.945465088,7.300262451,-17.96630859]",0.943106115,39.53752899,1667544609863
6364b62b3e44d1acc3f9201d,"[-0.473658442,0.015964359,0.791285396,0.928049445]","[-27.28927422,-5.341644287,105.5154419]",0.9375,39.53343964,1667544611108
6364b62b3e44d1acc3f9201e,"[-0.156885982,0.341159672,0.718714595,0.806639075]","[-56.47171021,-27.52792358,71.30523682]",0.934242427,39.48403168,1667544612345
6364b62b3e44d1acc3f9201f,"[-0.055445559,-0.162746578,1.413843989,1.424259543]","[38.50662231,23.8331604,-24.42840576]",0.935151517,39.50051117,1667544613592
6364b62b3e44d1acc3f92020,"[-0.462305903,0.018710941,0.985682368,1.036725044]","[85.57998657,-50.92727661,20.30273438]",0.934356034,39.5210495,1667544614837
6364b62b3e44d1acc3f92021,"[-0.099512942,0.219394535,0.817713618,0.810032606]","[13.26858521,25.85494995,-9.383239746]",0.922121227,39.56639862,1667544616080
